!xValues(GHz)	yValues(K)
84.1453377970	0.000000e+00
84.1458310840	0.000000e+00
84.1463243700	0.000000e+00
84.1468176570	0.000000e+00
84.1473109430	0.000000e+00
84.1478042300	0.000000e+00
84.1482975160	0.000000e+00
84.1487908030	0.000000e+00
84.1492840890	0.000000e+00
84.1497773760	0.000000e+00
84.1502706620	0.000000e+00
84.1507639490	0.000000e+00
84.1512572350	0.000000e+00
84.1517505220	0.000000e+00
84.1522438080	0.000000e+00
84.1527370950	0.000000e+00
84.1532303810	0.000000e+00
84.1537236680	0.000000e+00
84.1542169540	0.000000e+00
84.1547102410	0.000000e+00
84.1552035270	0.000000e+00
84.1556968140	0.000000e+00
84.1561901000	0.000000e+00
84.1566833870	0.000000e+00
84.1571766730	0.000000e+00
84.1576699600	0.000000e+00
84.1581632460	0.000000e+00
84.1586565330	0.000000e+00
84.1591498190	0.000000e+00
84.1596431060	0.000000e+00
84.1601363920	0.000000e+00
84.1606296790	0.000000e+00
84.1611229650	0.000000e+00
84.1616162520	0.000000e+00
84.1621095380	0.000000e+00
84.1626028250	0.000000e+00
84.1630961110	0.000000e+00
84.1635893980	0.000000e+00
84.1640826840	0.000000e+00
84.1645759710	0.000000e+00
84.1650692570	0.000000e+00
84.1655625440	0.000000e+00
84.1660558300	0.000000e+00
84.1665491170	0.000000e+00
84.1670424030	0.000000e+00
84.1675356900	0.000000e+00
84.1680289760	0.000000e+00
84.1685222630	0.000000e+00
84.1690155490	0.000000e+00
84.1695088360	0.000000e+00
84.1700021220	0.000000e+00
84.1704954090	0.000000e+00
84.1709886950	0.000000e+00
84.1714819820	0.000000e+00
84.1719752680	0.000000e+00
84.1724685550	0.000000e+00
84.1729618410	0.000000e+00
84.1734551280	0.000000e+00
84.1739484140	0.000000e+00
84.1744417010	0.000000e+00
84.1749349870	0.000000e+00
84.1754282740	0.000000e+00
84.1759215600	0.000000e+00
84.1764148470	0.000000e+00
84.1769081330	0.000000e+00
84.1774014200	0.000000e+00
84.1778947060	0.000000e+00
84.1783879930	0.000000e+00
84.1788812790	0.000000e+00
84.1793745660	0.000000e+00
84.1798678520	0.000000e+00
84.1803611390	0.000000e+00
84.1808544250	0.000000e+00
84.1813477120	0.000000e+00
84.1818409980	0.000000e+00
84.1823342850	0.000000e+00
84.1828275710	0.000000e+00
84.1833208580	0.000000e+00
84.1838141440	0.000000e+00
84.1843074310	0.000000e+00
84.1848007170	0.000000e+00
84.1852940040	0.000000e+00
84.1857872900	0.000000e+00
84.1862805770	0.000000e+00
84.1867738630	0.000000e+00
84.1872671500	0.000000e+00
84.1877604360	0.000000e+00
84.1882537230	0.000000e+00
84.1887470090	0.000000e+00
84.1892402960	0.000000e+00
84.1897335820	0.000000e+00
84.1902268690	0.000000e+00
84.1907201550	0.000000e+00
84.1912134420	0.000000e+00
84.1917067280	0.000000e+00
84.1922000150	0.000000e+00
84.1926933020	0.000000e+00
84.1931865880	0.000000e+00
84.1936798750	0.000000e+00
84.1941731610	0.000000e+00
84.1946664480	0.000000e+00
84.1951597340	0.000000e+00
84.1956530210	0.000000e+00
84.1961463070	0.000000e+00
84.1966395940	0.000000e+00
84.1971328800	0.000000e+00
84.1976261670	0.000000e+00
84.1981194530	0.000000e+00
84.1986127400	0.000000e+00
84.1991060260	0.000000e+00
84.1995993130	0.000000e+00
84.2000925990	0.000000e+00
84.2005858860	0.000000e+00
84.2010791720	0.000000e+00
84.2015724590	0.000000e+00
84.2020657450	0.000000e+00
84.2025590320	0.000000e+00
84.2030523180	0.000000e+00
84.2035456050	0.000000e+00
84.2040388910	0.000000e+00
84.2045321780	0.000000e+00
84.2050254640	0.000000e+00
84.2055187510	0.000000e+00
84.2060120370	0.000000e+00
84.2065053240	0.000000e+00
84.2069986100	0.000000e+00
84.2074918970	0.000000e+00
84.2079851830	0.000000e+00
84.2084784700	0.000000e+00
84.2089717560	0.000000e+00
84.2094650430	0.000000e+00
84.2099583290	0.000000e+00
84.2104516160	0.000000e+00
84.2109449020	0.000000e+00
84.2114381890	0.000000e+00
84.2119314750	0.000000e+00
84.2124247620	0.000000e+00
84.2129180480	0.000000e+00
84.2134113350	0.000000e+00
84.2139046210	0.000000e+00
84.2143979080	0.000000e+00
84.2148911940	0.000000e+00
84.2153844810	0.000000e+00
84.2158777670	0.000000e+00
84.2163710540	0.000000e+00
84.2168643400	0.000000e+00
84.2173576270	0.000000e+00
84.2178509130	0.000000e+00
84.2183442000	0.000000e+00
84.2188374860	0.000000e+00
84.2193307730	0.000000e+00
84.2198240590	0.000000e+00
84.2203173460	0.000000e+00
84.2208106320	0.000000e+00
84.2213039190	0.000000e+00
84.2217972050	0.000000e+00
84.2222904920	0.000000e+00
84.2227837780	0.000000e+00
84.2232770650	0.000000e+00
84.2237703510	0.000000e+00
84.2242636380	0.000000e+00
84.2247569240	0.000000e+00
84.2252502110	0.000000e+00
84.2257434970	0.000000e+00
84.2262367840	0.000000e+00
84.2267300700	0.000000e+00
84.2272233570	0.000000e+00
84.2277166430	0.000000e+00
84.2282099300	0.000000e+00
84.2287032160	0.000000e+00
84.2291965030	0.000000e+00
84.2296897890	0.000000e+00
84.2301830760	0.000000e+00
84.2306763620	0.000000e+00
84.2311696490	0.000000e+00
84.2316629350	0.000000e+00
84.2321562220	0.000000e+00
84.2326495080	0.000000e+00
84.2331427950	0.000000e+00
84.2336360810	0.000000e+00
84.2341293680	0.000000e+00
84.2346226540	0.000000e+00
84.2351159410	0.000000e+00
84.2356092270	0.000000e+00
84.2361025140	0.000000e+00
84.2365958000	0.000000e+00
84.2370890870	0.000000e+00
84.2375823730	0.000000e+00
84.2380756600	0.000000e+00
84.2385689460	0.000000e+00
84.2390622330	0.000000e+00
84.2395555190	0.000000e+00
84.2400488060	0.000000e+00
84.2405420920	0.000000e+00
84.2410353790	0.000000e+00
84.2415286650	0.000000e+00
84.2420219520	0.000000e+00
84.2425152380	0.000000e+00
84.2430085250	0.000000e+00
84.2435018110	0.000000e+00
84.2439950980	0.000000e+00
84.2444883840	0.000000e+00
84.2449816710	0.000000e+00
84.2454749570	0.000000e+00
84.2459682440	0.000000e+00
84.2464615300	0.000000e+00
84.2469548170	0.000000e+00
84.2474481030	0.000000e+00
84.2479413900	0.000000e+00
84.2484346760	0.000000e+00
84.2489279630	0.000000e+00
84.2494212490	0.000000e+00
84.2499145360	0.000000e+00
84.2504078220	0.000000e+00
84.2509011090	0.000000e+00
84.2513943950	0.000000e+00
84.2518876820	0.000000e+00
84.2523809680	0.000000e+00
84.2528742550	0.000000e+00
84.2533675410	0.000000e+00
84.2538608280	0.000000e+00
84.2543541140	0.000000e+00
84.2548474010	0.000000e+00
84.2553406870	0.000000e+00
84.2558339740	0.000000e+00
84.2563272600	0.000000e+00
84.2568205470	0.000000e+00
84.2573138330	0.000000e+00
84.2578071200	0.000000e+00
84.2583004060	0.000000e+00
84.2587936930	0.000000e+00
84.2592869790	0.000000e+00
84.2597802660	0.000000e+00
84.2602735520	0.000000e+00
84.2607668390	0.000000e+00
84.2612601250	0.000000e+00
84.2617534120	0.000000e+00
84.2622466980	0.000000e+00
84.2627399850	0.000000e+00
84.2632332710	0.000000e+00
84.2637265580	0.000000e+00
84.2642198440	0.000000e+00
84.2647131310	0.000000e+00
84.2652064170	0.000000e+00
84.2656997040	0.000000e+00
84.2661929900	0.000000e+00
84.2666862770	0.000000e+00
84.2671795630	0.000000e+00
84.2676728500	0.000000e+00
84.2681661360	0.000000e+00
84.2686594230	0.000000e+00
84.2691527090	0.000000e+00
84.2696459960	0.000000e+00
84.2701392820	0.000000e+00
84.2706325690	0.000000e+00
84.2711258550	0.000000e+00
84.2716191420	0.000000e+00
84.2721124280	0.000000e+00
84.2726057150	0.000000e+00
84.2730990010	0.000000e+00
84.2735922880	0.000000e+00
84.2740855740	0.000000e+00
84.2745788610	0.000000e+00
84.2750721470	0.000000e+00
84.2755654340	0.000000e+00
84.2760587200	0.000000e+00
84.2765520070	0.000000e+00
84.2770452930	0.000000e+00
84.2775385800	0.000000e+00
84.2780318660	0.000000e+00
84.2785251530	0.000000e+00
84.2790184390	0.000000e+00
84.2795117260	0.000000e+00
84.2800050120	0.000000e+00
84.2804982990	0.000000e+00
84.2809915850	0.000000e+00
84.2814848720	0.000000e+00
84.2819781580	0.000000e+00
84.2824714450	0.000000e+00
84.2829647310	0.000000e+00
84.2834580180	0.000000e+00
84.2839513040	0.000000e+00
84.2844445910	0.000000e+00
84.2849378770	0.000000e+00
84.2854311640	0.000000e+00
84.2859244500	0.000000e+00
84.2864177370	0.000000e+00
84.2869110230	0.000000e+00
84.2874043100	0.000000e+00
84.2878975960	0.000000e+00
84.2883908830	0.000000e+00
84.2888841690	0.000000e+00
84.2893774560	0.000000e+00
84.2898707430	0.000000e+00
84.2903640290	0.000000e+00
84.2908573160	0.000000e+00
84.2913506020	0.000000e+00
84.2918438890	0.000000e+00
84.2923371750	0.000000e+00
84.2928304620	0.000000e+00
84.2933237480	0.000000e+00
84.2938170350	0.000000e+00
84.2943103210	0.000000e+00
84.2948036080	0.000000e+00
84.2952968940	0.000000e+00
84.2957901810	0.000000e+00
84.2962834670	0.000000e+00
84.2967767540	0.000000e+00
84.2972700400	0.000000e+00
84.2977633270	0.000000e+00
84.2982566130	0.000000e+00
84.2987499000	0.000000e+00
84.2992431860	0.000000e+00
84.2997364730	0.000000e+00
84.3002297590	0.000000e+00
84.3007230460	0.000000e+00
84.3012163320	0.000000e+00
84.3017096190	0.000000e+00
84.3022029050	0.000000e+00
84.3026961920	0.000000e+00
84.3031894780	0.000000e+00
84.3036827650	0.000000e+00
84.3041760510	0.000000e+00
84.3046693380	0.000000e+00
84.3051626240	0.000000e+00
84.3056559110	0.000000e+00
84.3061491970	0.000000e+00
84.3066424840	0.000000e+00
84.3071357700	0.000000e+00
84.3076290570	0.000000e+00
84.3081223430	0.000000e+00
84.3086156300	0.000000e+00
84.3091089160	0.000000e+00
84.3096022030	0.000000e+00
84.3100954890	0.000000e+00
84.3105887760	0.000000e+00
84.3110820620	0.000000e+00
84.3115753490	0.000000e+00
84.3120686350	0.000000e+00
84.3125619220	0.000000e+00
84.3130552080	0.000000e+00
84.3135484950	0.000000e+00
84.3140417810	0.000000e+00
84.3145350680	0.000000e+00
84.3150283540	0.000000e+00
84.3155216410	0.000000e+00
84.3160149270	0.000000e+00
84.3165082140	0.000000e+00
84.3170015000	0.000000e+00
84.3174947870	0.000000e+00
84.3179880730	0.000000e+00
84.3184813600	0.000000e+00
84.3189746460	0.000000e+00
84.3194679330	0.000000e+00
84.3199612190	0.000000e+00
84.3204545060	0.000000e+00
84.3209477920	0.000000e+00
84.3214410790	0.000000e+00
84.3219343650	0.000000e+00
84.3224276520	0.000000e+00
84.3229209380	0.000000e+00
84.3234142250	0.000000e+00
84.3239075110	0.000000e+00
84.3244007980	0.000000e+00
84.3248940840	0.000000e+00
84.3253873710	0.000000e+00
84.3258806570	0.000000e+00
84.3263739440	0.000000e+00
84.3268672300	0.000000e+00
84.3273605170	0.000000e+00
84.3278538030	0.000000e+00
84.3283470900	0.000000e+00
84.3288403760	0.000000e+00
84.3293336630	0.000000e+00
84.3298269490	0.000000e+00
84.3303202360	0.000000e+00
84.3308135220	0.000000e+00
84.3313068090	0.000000e+00
84.3318000950	0.000000e+00
84.3322933820	0.000000e+00
84.3327866680	0.000000e+00
84.3332799550	0.000000e+00
84.3337732410	0.000000e+00
84.3342665280	0.000000e+00
84.3347598140	0.000000e+00
84.3352531010	0.000000e+00
84.3357463870	0.000000e+00
84.3362396740	0.000000e+00
84.3367329600	0.000000e+00
84.3372262470	0.000000e+00
84.3377195330	0.000000e+00
84.3382128200	0.000000e+00
84.3387061060	0.000000e+00
84.3391993930	0.000000e+00
84.3396926790	0.000000e+00
84.3401859660	0.000000e+00
84.3406792520	0.000000e+00
84.3411725390	0.000000e+00
84.3416658250	0.000000e+00
84.3421591120	0.000000e+00
84.3426523980	0.000000e+00
84.3431456850	0.000000e+00
84.3436389710	0.000000e+00
84.3441322580	0.000000e+00
84.3446255440	0.000000e+00
84.3451188310	0.000000e+00
84.3456121170	0.000000e+00
84.3461054040	0.000000e+00
84.3465986900	0.000000e+00
84.3470919770	0.000000e+00
84.3475852630	0.000000e+00
84.3480785500	0.000000e+00
84.3485718360	0.000000e+00
84.3490651230	0.000000e+00
84.3495584090	0.000000e+00
84.3500516960	0.000000e+00
84.3505449820	0.000000e+00
84.3510382690	0.000000e+00
84.3515315550	0.000000e+00
84.3520248420	0.000000e+00
84.3525181280	0.000000e+00
84.3530114150	0.000000e+00
84.3535047010	0.000000e+00
84.3539979880	0.000000e+00
84.3544912740	0.000000e+00
84.3549845610	0.000000e+00
84.3554778470	0.000000e+00
84.3559711340	0.000000e+00
84.3564644200	0.000000e+00
84.3569577070	0.000000e+00
84.3574509930	0.000000e+00
84.3579442800	0.000000e+00
84.3584375660	0.000000e+00
84.3589308530	0.000000e+00
84.3594241390	0.000000e+00
84.3599174260	0.000000e+00
84.3604107120	0.000000e+00
84.3609039990	0.000000e+00
84.3613972850	0.000000e+00
84.3618905720	0.000000e+00
84.3623838580	0.000000e+00
84.3628771450	0.000000e+00
84.3633704310	0.000000e+00
84.3638637180	0.000000e+00
84.3643570040	0.000000e+00
84.3648502910	0.000000e+00
84.3653435770	0.000000e+00
84.3658368640	0.000000e+00
84.3663301500	0.000000e+00
84.3668234370	0.000000e+00
84.3673167230	0.000000e+00
84.3678100100	0.000000e+00
84.3683032960	0.000000e+00
84.3687965830	0.000000e+00
84.3692898690	0.000000e+00
84.3697831560	0.000000e+00
84.3702764420	0.000000e+00
84.3707697290	0.000000e+00
84.3712630150	0.000000e+00
84.3717563020	0.000000e+00
84.3722495880	0.000000e+00
84.3727428750	0.000000e+00
84.3732361610	0.000000e+00
84.3737294480	0.000000e+00
84.3742227340	0.000000e+00
84.3747160210	0.000000e+00
84.3752093070	0.000000e+00
84.3757025940	0.000000e+00
84.3761958800	0.000000e+00
84.3766891670	0.000000e+00
84.3771824530	0.000000e+00
84.3776757400	0.000000e+00
84.3781690260	0.000000e+00
84.3786623130	0.000000e+00
84.3791555990	0.000000e+00
84.3796488860	0.000000e+00
84.3801421720	0.000000e+00
84.3806354590	0.000000e+00
84.3811287450	0.000000e+00
84.3816220320	0.000000e+00
84.3821153180	0.000000e+00
84.3826086050	0.000000e+00
84.3831018910	0.000000e+00
84.3835951780	0.000000e+00
84.3840884640	0.000000e+00
84.3845817510	0.000000e+00
84.3850750370	0.000000e+00
84.3855683240	0.000000e+00
84.3860616110	0.000000e+00
84.3865548970	0.000000e+00
84.3870481840	0.000000e+00
84.3875414700	0.000000e+00
84.3880347570	0.000000e+00
84.3885280430	0.000000e+00
84.3890213300	0.000000e+00
84.3895146160	0.000000e+00
84.3900079030	0.000000e+00
84.3905011890	0.000000e+00
84.3909944760	0.000000e+00
84.3914877620	0.000000e+00
84.3919810490	0.000000e+00
84.3924743350	0.000000e+00
84.3929676220	0.000000e+00
84.3934609080	0.000000e+00
84.3939541950	0.000000e+00
84.3944474810	0.000000e+00
84.3949407680	0.000000e+00
84.3954340540	0.000000e+00
84.3959273410	0.000000e+00
84.3964206270	0.000000e+00
84.3969139140	0.000000e+00
84.3974072000	0.000000e+00
84.3979004870	0.000000e+00
84.3983937730	0.000000e+00
84.3988870600	0.000000e+00
84.3993803460	0.000000e+00
84.3998736330	0.000000e+00
84.4003669190	0.000000e+00
84.4008602060	0.000000e+00
84.4013534920	0.000000e+00
84.4018467790	0.000000e+00
84.4023400650	0.000000e+00
84.4028333520	0.000000e+00
84.4033266380	0.000000e+00
84.4038199250	0.000000e+00
84.4043132110	0.000000e+00
84.4048064980	0.000000e+00
84.4052997840	0.000000e+00
84.4057930710	0.000000e+00
84.4062863570	0.000000e+00
84.4067796440	0.000000e+00
84.4072729300	0.000000e+00
84.4077662170	0.000000e+00
84.4082595030	0.000000e+00
84.4087527900	0.000000e+00
84.4092460760	0.000000e+00
84.4097393630	0.000000e+00
84.4102326490	0.000000e+00
84.4107259360	0.000000e+00
84.4112192220	0.000000e+00
84.4117125090	0.000000e+00
84.4122057950	0.000000e+00
84.4126990820	0.000000e+00
84.4131923680	0.000000e+00
84.4136856550	0.000000e+00
84.4141789410	0.000000e+00
84.4146722280	0.000000e+00
84.4151655140	0.000000e+00
84.4156588010	0.000000e+00
84.4161520870	0.000000e+00
84.4166453740	0.000000e+00
84.4171386600	0.000000e+00
84.4176319470	0.000000e+00
84.4181252330	0.000000e+00
84.4186185200	0.000000e+00
84.4191118060	0.000000e+00
84.4196050930	0.000000e+00
84.4200983790	0.000000e+00
84.4205916660	0.000000e+00
84.4210849520	0.000000e+00
84.4215782390	0.000000e+00
84.4220715250	0.000000e+00
84.4225648120	0.000000e+00
84.4230580980	0.000000e+00
84.4235513850	0.000000e+00
84.4240446710	0.000000e+00
84.4245379580	0.000000e+00
84.4250312440	0.000000e+00
84.4255245310	0.000000e+00
84.4260178170	0.000000e+00
84.4265111040	0.000000e+00
84.4270043900	0.000000e+00
84.4274976770	0.000000e+00
84.4279909630	0.000000e+00
84.4284842500	0.000000e+00
84.4289775360	0.000000e+00
84.4294708230	0.000000e+00
84.4299641090	0.000000e+00
84.4304573960	0.000000e+00
84.4309506820	0.000000e+00
84.4314439690	0.000000e+00
84.4319372550	0.000000e+00
84.4324305420	0.000000e+00
84.4329238280	0.000000e+00
84.4334171150	0.000000e+00
84.4339104010	0.000000e+00
84.4344036880	0.000000e+00
84.4348969740	0.000000e+00
84.4353902610	0.000000e+00
84.4358835470	0.000000e+00
84.4363768340	0.000000e+00
84.4368701200	0.000000e+00
84.4373634070	0.000000e+00
84.4378566930	0.000000e+00
84.4383499800	0.000000e+00
84.4388432660	0.000000e+00
84.4393365530	0.000000e+00
84.4398298390	0.000000e+00
84.4403231260	0.000000e+00
84.4408164120	0.000000e+00
84.4413096990	0.000000e+00
84.4418029850	0.000000e+00
84.4422962720	0.000000e+00
84.4427895580	0.000000e+00
84.4432828450	0.000000e+00
84.4437761310	0.000000e+00
84.4442694180	0.000000e+00
84.4447627040	0.000000e+00
84.4452559910	0.000000e+00
84.4457492770	0.000000e+00
84.4462425640	0.000000e+00
84.4467358500	0.000000e+00
84.4472291370	0.000000e+00
84.4477224230	0.000000e+00
84.4482157100	0.000000e+00
84.4487089960	0.000000e+00
84.4492022830	0.000000e+00
84.4496955690	0.000000e+00
84.4501888560	0.000000e+00
84.4506821420	0.000000e+00
84.4511754290	0.000000e+00
84.4516687150	0.000000e+00
84.4521620020	0.000000e+00
84.4526552880	0.000000e+00
84.4531485750	0.000000e+00
84.4536418610	0.000000e+00
84.4541351480	0.000000e+00
84.4546284340	0.000000e+00
84.4551217210	0.000000e+00
84.4556150070	0.000000e+00
84.4561082940	0.000000e+00
84.4566015800	0.000000e+00
84.4570948670	0.000000e+00
84.4575881530	0.000000e+00
84.4580814400	0.000000e+00
84.4585747260	0.000000e+00
84.4590680130	0.000000e+00
84.4595612990	0.000000e+00
84.4600545860	0.000000e+00
84.4605478720	0.000000e+00
84.4610411590	0.000000e+00
84.4615344450	0.000000e+00
84.4620277320	0.000000e+00
84.4625210180	0.000000e+00
84.4630143050	0.000000e+00
84.4635075910	0.000000e+00
84.4640008780	0.000000e+00
84.4644941640	0.000000e+00
84.4649874510	0.000000e+00
84.4654807370	0.000000e+00
84.4659740240	0.000000e+00
84.4664673100	0.000000e+00
84.4669605970	0.000000e+00
84.4674538830	0.000000e+00
84.4679471700	0.000000e+00
84.4684404560	0.000000e+00
84.4689337430	0.000000e+00
84.4694270290	0.000000e+00
84.4699203160	0.000000e+00
84.4704136020	0.000000e+00
84.4709068890	0.000000e+00
84.4714001750	0.000000e+00
84.4718934620	0.000000e+00
84.4723867480	0.000000e+00
84.4728800350	0.000000e+00
84.4733733210	0.000000e+00
84.4738666080	0.000000e+00
84.4743598940	0.000000e+00
84.4748531810	0.000000e+00
84.4753464670	0.000000e+00
84.4758397540	0.000000e+00
84.4763330400	0.000000e+00
84.4768263270	0.000000e+00
84.4773196130	0.000000e+00
84.4778129000	0.000000e+00
84.4783061860	0.000000e+00
84.4787994730	0.000000e+00
84.4792927590	0.000000e+00
84.4797860460	0.000000e+00
84.4802793320	0.000000e+00
84.4807726190	0.000000e+00
84.4812659050	0.000000e+00
84.4817591920	0.000000e+00
84.4822524780	0.000000e+00
84.4827457650	0.000000e+00
84.4832390520	0.000000e+00
84.4837323380	0.000000e+00
84.4842256250	0.000000e+00
84.4847189110	0.000000e+00
84.4852121980	0.000000e+00
84.4857054840	0.000000e+00
84.4861987710	0.000000e+00
84.4866920570	0.000000e+00
84.4871853440	0.000000e+00
84.4876786300	0.000000e+00
84.4881719170	0.000000e+00
84.4886652030	0.000000e+00
84.4891584900	0.000000e+00
84.4896517760	0.000000e+00
84.4901450630	0.000000e+00
84.4906383490	0.000000e+00
84.4911316360	0.000000e+00
84.4916249220	0.000000e+00
84.4921182090	0.000000e+00
84.4926114950	0.000000e+00
84.4931047820	0.000000e+00
84.4935980680	0.000000e+00
84.4940913550	0.000000e+00
84.4945846410	0.000000e+00
84.4950779280	0.000000e+00
84.4955712140	0.000000e+00
84.4960645010	0.000000e+00
84.4965577870	0.000000e+00
84.4970510740	0.000000e+00
84.4975443600	0.000000e+00
84.4980376470	0.000000e+00
84.4985309330	0.000000e+00
84.4990242200	0.000000e+00
84.4995175060	0.000000e+00
84.5000107930	0.000000e+00
84.5005040790	0.000000e+00
84.5009973660	0.000000e+00
84.5014906520	0.000000e+00
84.5019839390	0.000000e+00
84.5024772250	0.000000e+00
84.5029705120	0.000000e+00
84.5034637980	0.000000e+00
84.5039570850	0.000000e+00
84.5044503710	0.000000e+00
84.5049436580	0.000000e+00
84.5054369440	0.000000e+00
84.5059302310	0.000000e+00
84.5064235170	0.000000e+00
84.5069168040	0.000000e+00
84.5074100900	0.000000e+00
84.5079033770	0.000000e+00
84.5083966630	0.000000e+00
84.5088899500	0.000000e+00
84.5093832360	0.000000e+00
84.5098765230	0.000000e+00
84.5103698090	0.000000e+00
84.5108630960	0.000000e+00
84.5113563820	0.000000e+00
84.5118496690	0.000000e+00
84.5123429550	0.000000e+00
84.5128362420	0.000000e+00
84.5133295280	0.000000e+00
84.5138228150	0.000000e+00
84.5143161010	0.000000e+00
84.5148093880	0.000000e+00
84.5153026740	0.000000e+00
84.5157959610	0.000000e+00
84.5162892470	0.000000e+00
84.5167825340	0.000000e+00
84.5172758200	0.000000e+00
84.5177691070	0.000000e+00
84.5182623930	0.000000e+00
84.5187556800	0.000000e+00
84.5192489660	0.000000e+00
84.5197422530	0.000000e+00
84.5202355390	0.000000e+00
84.5207288260	0.000000e+00
84.5212221120	0.000000e+00
84.5217153990	0.000000e+00
84.5222086850	0.000000e+00
84.5227019720	0.000000e+00
84.5231952580	0.000000e+00
84.5236885450	0.000000e+00
84.5241818310	0.000000e+00
84.5246751180	0.000000e+00
84.5251684040	0.000000e+00
84.5256616910	0.000000e+00
84.5261549770	0.000000e+00
84.5266482640	0.000000e+00
84.5271415500	0.000000e+00
84.5276348370	0.000000e+00
84.5281281230	0.000000e+00
84.5286214100	0.000000e+00
84.5291146960	0.000000e+00
84.5296079830	0.000000e+00
84.5301012690	0.000000e+00
84.5305945560	0.000000e+00
84.5310878420	0.000000e+00
84.5315811290	0.000000e+00
84.5320744150	0.000000e+00
84.5325677020	0.000000e+00
84.5330609880	0.000000e+00
84.5335542750	0.000000e+00
84.5340475610	0.000000e+00
84.5345408480	0.000000e+00
84.5350341340	0.000000e+00
84.5355274210	0.000000e+00
84.5360207070	0.000000e+00
84.5365139940	0.000000e+00
84.5370072800	0.000000e+00
84.5375005670	0.000000e+00
84.5379938530	0.000000e+00
84.5384871400	0.000000e+00
